bricks512.png,bricks512.png,0.014250,0.411390
bricks512.png,bricks512.png,0.014250,0.428584
bricks512.png,bricks512.png,0.014250,0.419241
bricks512.png,bricks512.png,0.014250,0.420609
bricks512.png,bricks512.png,0.014250,0.417798
bricks512.png,bricks512.png,0.014250,0.409503
bricks512.png,bricks512.png,0.014250,0.410813
bricks512.png,bricks512.png,0.014250,0.415476
bricks512.png,bricks512.png,0.014250,0.416583
bricks512.png,bricks512.png,0.014250,0.412045
bricks512.png,bricks512.png,0.014250,0.411563
bricks512.png,bricks512.png,0.014250,0.415554
bricks512.png,bricks512.png,0.014250,0.409384
bricks512.png,bricks512.png,0.014250,0.412628
bricks512.png,bricks512.png,0.014250,0.413571
bricks512.png,bricks512.png,0.014250,0.410893
bricks512.png,bricks512.png,0.014250,0.409529
bricks512.png,bricks512.png,0.014250,0.411456
bricks512.png,bricks512.png,0.014250,0.408025
bricks512.png,bricks512.png,0.014250,0.410130
bricks512.png,bricks512.png,0.014250,0.414421
bricks512.png,bricks512.png,0.014250,0.414067
bricks512.png,bricks512.png,0.014250,0.413531
bricks512.png,bricks512.png,0.014250,0.411128
bricks512.png,bricks512.png,0.014250,0.414111
bricks512.png,bricks512.png,0.014250,0.409163
bricks512.png,bricks512.png,0.014250,0.415554
bricks512.png,bricks512.png,0.014250,0.408244
bricks512.png,bricks512.png,0.014250,0.412697
bricks512.png,bricks512.png,0.014250,0.410332
bricks512.png,bricks512.png,0.014250,0.410970
bricks512.png,bricks512.png,0.014250,0.419223
bricks512.png,bricks512.png,0.014250,0.411080
bricks512.png,bricks512.png,0.014250,0.409479
bricks512.png,bricks512.png,0.014250,0.414748
bricks512.png,bricks512.png,0.014250,0.409715
bricks512.png,bricks512.png,0.014250,0.412436
bricks512.png,bricks512.png,0.014250,0.414641
bricks512.png,bricks512.png,0.014250,0.409282
bricks512.png,bricks512.png,0.014250,0.411656
bricks512.png,bricks512.png,0.014250,0.410602
bricks512.png,bricks512.png,0.014250,0.413562
bricks512.png,bricks512.png,0.014250,0.409150
bricks512.png,bricks512.png,0.014250,0.412529
bricks512.png,bricks512.png,0.014250,0.410797
bricks512.png,bricks512.png,0.014250,0.413833
bricks512.png,bricks512.png,0.014250,0.409008
bricks512.png,bricks512.png,0.014250,0.409015
bricks512.png,bricks512.png,0.014250,0.415523
bricks512.png,bricks512.png,0.014250,0.413937
bricks512.png,bricks512.png,0.014250,0.406253
bricks512.png,bricks512.png,0.014250,0.410931
bricks512.png,bricks512.png,0.014250,0.406153
bricks512.png,bricks512.png,0.014250,0.470361
bricks512.png,bricks512.png,0.014250,0.422351
bricks512.png,bricks512.png,0.014250,0.433204
bricks512.png,bricks512.png,0.014250,0.661443
bricks512.png,bricks512.png,0.014250,0.406823
bricks512.png,bricks512.png,0.014250,0.411088
bricks512.png,bricks512.png,0.014250,0.405885
bricks512.png,bricks512.png,0.014250,0.408936
bricks512.png,bricks512.png,0.014250,0.408684
bricks512.png,bricks512.png,0.014250,0.414574
bricks512.png,bricks512.png,0.014250,0.414238
bricks512.png,bricks512.png,0.014250,0.408284
bricks512.png,bricks512.png,0.014250,0.413704
bricks512.png,bricks512.png,0.014250,0.410623
bricks512.png,bricks512.png,0.014250,0.409739
bricks512.png,bricks512.png,0.014250,0.418108
bricks512.png,bricks512.png,0.014250,0.413336
bricks512.png,bricks512.png,0.014250,0.411431
bricks512.png,bricks512.png,0.014250,0.408185
bricks512.png,bricks512.png,0.014250,0.415338
bricks512.png,bricks512.png,0.014250,0.411513
bricks512.png,bricks512.png,0.014250,0.415950
bricks512.png,bricks512.png,0.014250,0.413405
bricks512.png,bricks512.png,0.014250,0.413116
bricks512.png,bricks512.png,0.014250,0.413345
bricks512.png,bricks512.png,0.014250,0.413785
bricks512.png,bricks512.png,0.014250,0.414586
bricks512.png,bricks512.png,0.014250,0.410363
bricks512.png,bricks512.png,0.014250,0.413129
bricks512.png,bricks512.png,0.014250,0.414190
bricks512.png,bricks512.png,0.014250,0.410170
bricks512.png,bricks512.png,0.014250,0.418861
bricks512.png,bricks512.png,0.014250,0.412856
bricks512.png,bricks512.png,0.014250,0.421914
bricks512.png,bricks512.png,0.014250,0.500578
bricks512.png,bricks512.png,0.014250,0.551481
bricks512.png,bricks512.png,0.014250,0.466218
bricks512.png,bricks512.png,0.014250,0.417085
bricks512.png,bricks512.png,0.014250,0.422589
bricks512.png,bricks512.png,0.014250,0.437717
bricks512.png,bricks512.png,0.014250,0.431484
bricks512.png,bricks512.png,0.014250,0.458776
bricks512.png,bricks512.png,0.014250,0.430138
bricks512.png,bricks512.png,0.014250,0.432920
bricks512.png,bricks512.png,0.014250,0.421667
bricks512.png,bricks512.png,0.014250,0.441978
bricks512.png,bricks512.png,0.014250,0.427485
bricks512.png,lulogo128.png,0.007783,0.526189
bricks512.png,lulogo128.png,0.007783,0.434377
bricks512.png,lulogo128.png,0.007783,0.463324
bricks512.png,lulogo128.png,0.007783,0.478735
bricks512.png,lulogo128.png,0.007783,0.480658
bricks512.png,lulogo128.png,0.007783,0.405524
bricks512.png,lulogo128.png,0.007783,0.413267
bricks512.png,lulogo128.png,0.007783,0.417789
bricks512.png,lulogo128.png,0.007783,0.398030
bricks512.png,lulogo128.png,0.007783,0.409456
